stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
681208,201391,ŞEHİT ABDULLAH TAYYİP OLÇOK,direction: POLİS HASTANESİ,41.0177909672734,29.0390350076443,0
681209,201392,ŞEHİT ABDULLAH TAYYİP OLÇOK,direction: ÜSKÜDAR,41.0177840005566,29.0391969999904,0
509146,201401,SARIGAZİ GARAJI,direction: SONDURAK,41.0045590005546,29.2021309999929,0
509118,201402,SARIGAZİ GARAJI,direction: SARIGAZİ,41.0047309985565,29.2013330183466,0
292679,201411,KAYNARCA YOLU,direction: BEYKOZ 135,41.1751359599502,29.1408410430229,0
292680,201412,KAYNARCA YOLU,direction: POYRZKÖY 135,41.1750030005821,29.1409639999917,0
509148,201421,VEYSEL KARANİ İLKOKULU,direction: VEYSEL KARANİ,40.9635369991176,29.2383340000099,0
509149,201422,VEYSEL KARANİ İLKOKULU,direction: SAMANDIRA 131V,40.963438000548,29.2374929999934,0
509150,201431,SULTANAHMET CAMİİ,direction: VEYSEL KARANİ 131V,40.962823000548,29.2420779999934,0
509151,201432,SULTANAHMET CAMİİ,direction: ÜMRANİYE,40.9628749783485,29.2419780003764,0
509152,201441,YEŞİL SOKAK,direction: VEYSEL KARANİ 131V,40.9648129991176,29.2432010000098,0
509153,201442,YEŞİL SOKAK,direction: ÜMRANİYE,40.9648399972409,29.242487029091,0
509154,201451,FATİH SULTAN CAMİİ,direction: VEYSEL KARANİ 131V,40.9674079991176,29.2437310000098,0
509155,201452,FATİH SULTAN CAMİİ,direction: ÜMRANİYE,40.9675919939954,29.2430930278158,0
509156,201461,ULUGAZİ CADDESİ,direction: VEYSEL KARANİ 131V,40.9705210005492,29.2441629999934,0
292681,201491,ŞEHİT CENGİZ,direction: M.ŞEVKET PAŞA,41.1261370005741,29.152254999992,0
292682,201492,ŞEHİT CENGİZ,direction: BEYKOZ 136,41.1262229915729,29.1522750416734,0
292683,201501,AKASYALIK,direction: M.ŞEVKET PAŞA,41.1264380069502,29.1555299686336,0
292684,201502,AKASYALIK,direction: BEYKOZ 136,41.1264910005742,29.155631999992,0
292685,201521,GÜNDOĞDU CADDESİ,direction: ÜMRANİYE,41.0898219896529,29.1350249959024,0
292686,201522,GÜNDOĞDU CADDESİ,direction: KAVACIK,41.0897630005682,29.1351079999918,0
292687,201531,NENE HATUN İLKOKULU,direction: ÜMRANİYE,41.0932200005688,29.1305149999917,0
292688,201532,NENE HATUN İLKOKULU,direction: KAVACIK,41.0933390124293,29.1304840277375,0
292689,201541,ÖRNEKKÖY MEZARLIĞI,direction: M.ŞEVKET PAŞA,41.1403529735888,29.1440559743198,0
292690,201542,ÖRNEKKÖY MEZARLIĞI,direction: BEYKOZ 136,41.1403920005765,29.1439599999918,0
292691,201551,ÖRNEKKÖY,direction: M.ŞEVKET PAŞA,41.1419779957064,29.1456169624126,0
292692,201552,ÖRNEKKÖY,direction: BEYKOZ,41.1420310005767,29.1455519999918,0
292693,201561,ESER ÇIKMAZI,direction: M.ŞEVKET PAŞA,41.1431640049774,29.1478909739951,0
292694,201562,ESER ÇIKMAZI,direction: BEYKOZ 136,41.1432510005769,29.1478909999919,0
292695,201571,ŞİRİNDERE CADDESİ,direction: M.ŞEVKET PAŞA,41.1416530005766,29.1493959999919,0
292696,201572,ŞİRİNDERE CADDESİ,direction: BEYKOZ 136,41.1417160013634,29.1494370024738,0
292697,201581,GÖZDE SOKAK,direction: M.ŞEVKET PAŞA,41.142934981457,29.1529829845969,0
292698,201582,GÖZDE SOKAK ,direction: BEYKOZ 136,41.1430100005769,29.1530249999919,0
292699,201591,FATİH SULTAN MEHMET CAMİİ,direction: M.ŞEVKET PAŞA,41.1435510210206,29.156877977203,0
292700,201592,FATİH SULTAN MEHMET CAMİİ,direction: BEYKOZ,41.1436460005769,29.156845999992,0
292701,201601,ŞİRİNDERE,direction: M.ŞEVKET PAŞA,41.1450700005772,29.161367999992,0
292702,201602,ŞİRİNDERE,direction: BEYKOZ 136,41.1451389846082,29.1613710467811,0
292703,201611,DEREYOLU,direction: M.ŞEVKET PAŞA,41.1468730005775,29.1657609999921,0
292704,201612,DEREYOLU,direction: BEYKOZ 136,41.1469029993776,29.1656869967046,0
292705,201621,ŞİRİNDERE MERKEZ CAMİİ,direction: SULTANİYE 136,41.1483280005777,29.1672799999921,0
292706,201622,ŞİRİNDERE MERKEZ CAMİİ,direction: M.ŞEVKETPAŞA,41.1482839968734,29.1674559560565,0
292707,201631,ŞİRİNDERE KÖPRÜSÜ,direction: SULTANİYE 136,41.1469960005775,29.1692589999921,0
